,reached_desired?,Equilibrated?,types,initial,final,desired
0,0.0,0.0,"['-', '+', '+', '-', '+']","['B', 'B', 'A', 'A', 'A']","['B', 'A', 'A', 'B', 'B']","['B', 'A', 'A', 'B', 'A']"
