,reached_desired?,Equilibrated?,types,initial strategy set,final strategy set,equilibration time
0,1.0,0.0,"['+', '-', '-', '+', '-', '-', '+', '+']","['A', 'B', 'A', 'A', 'B', 'A', 'A', 'A']","['A', 'B', 'A', 'A', 'B', 'A', 'A', 'A']",-1.0
